Order,Family,Genus,Species,Binomial,ActivityCycle,AdultBodyMass,AgeatFirstBirth,DietBreadth,GestationLen,HabitatBreadth,HomeRange,LitterSize,LittersPerYear,MaxLongevity,NeonateBodyMass,PopulationDensity,SexualMaturityAge,Terrestriality,TrophicLevel
Rodentia,Octodontidae,Octodon,bridgesi,Octodon bridgesi,diurnal,162.25,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,ground dwelling,herbivore
Rodentia,Octodontidae,Octodon,degus,Octodon degus,both,203.27,NA,7,90.59,3,NA,5.31,2,85.2,14.19,1166.23,187.19,above ground,omnivore
Rodentia,Octodontidae,Octodon,lunatus,Octodon lunatus,NA,200.55,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herbivore
Rodentia,Octodontidae,Octodontomys,gliroides,Octodontomys gliroides,nocturnal,155.77,NA,2,104.5,2,NA,2.04,NA,88,20,NA,NA,above ground,herbivore
Rodentia,Octodontidae,Octomys,mimax,Octomys mimax,nocturnal,124.43,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,ground dwelling,herbivore
Artiodactyla,Cervidae,Odocoileus,hemionus,Odocoileus hemionus,NA,84560.57,547.5,2,203.49,1,2.01,1.61,NA,264,3007.49,16,527.12,ground dwelling,herbivore
Artiodactyla,Cervidae,Odocoileus,virginianus,Odocoileus virginianus,both,75901.25,463,4,201.39,1,1.99,1.57,NA,276,2949.99,17.32,365,ground dwelling,herbivore
Rodentia,Cricetidae,Oecomys,bicolor,Oecomys bicolor,nocturnal,40.74,NA,2,NA,1,NA,3.15,NA,NA,NA,44.46,92.8,above ground,herbivore
Rodentia,Cricetidae,Oecomys,cleberi,Oecomys cleberi,NA,73.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Onychomys,leucogaster,Onychomys leucogaster,nocturnal,27.92,156.33,4,31.63,2,0.02,3.84,3.8,60,2.3,NA,107.71,ground dwelling,omnivore
Rodentia,Cricetidae,Onychomys,torridus,Onychomys torridus,nocturnal,21.68,121.66,1,28.37,2,0.01,3.3,2.5,55.2,2.33,158.55,56.02,ground dwelling,carnivore
Artiodactyla,Bovidae,Oreamnos,americanus,Oreamnos americanus,both,72105.4,1095,2,181.24,1,18.17,1.4,NA,230.04,3080.81,NA,964.59,ground dwelling,herbivore
Primates,Atelidae,Oreonax,flavicauda,Oreonax flavicauda,diurnal,8229.12,NA,4,225,2,NA,1,NA,NA,NA,6.46,1683.65,above ground,herbivore
Artiodactyla,Bovidae,Oreotragus,oreotragus,Oreotragus oreotragus,both,13486.55,NA,4,214,1,NA,0.98,NA,213.96,1130,2.62,371.23,ground dwelling,herbivore
Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,Ornithorhynchus anatinus,both,1484.25,730,1,12.48,3,0.07,2,NA,264,NA,NA,742.46,ground dwelling,carnivore
Rodentia,Geomyidae,Orthogeomys,cavator,Orthogeomys cavator,NA,650,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,ground dwelling,herbivore
Rodentia,Geomyidae,Orthogeomys,cuniculus,Orthogeomys cuniculus,nocturnal,499.99,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,ground dwelling,herbivore
Rodentia,Geomyidae,Orthogeomys,dariensis,Orthogeomys dariensis,NA,437.99,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,ground dwelling,herbivore
Rodentia,Geomyidae,Orthogeomys,grandis,Orthogeomys grandis,NA,499.99,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,ground dwelling,herbivore
Rodentia,Geomyidae,Orthogeomys,heterodus,Orthogeomys heterodus,NA,615,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,ground dwelling,herbivore
Rodentia,Geomyidae,Orthogeomys,hispidus,Orthogeomys hispidus,NA,499.99,NA,3,NA,2,NA,1.97,NA,NA,NA,NA,NA,ground dwelling,herbivore
Rodentia,Geomyidae,Orthogeomys,lanius,Orthogeomys lanius,nocturnal,499.99,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,ground dwelling,herbivore
Rodentia,Geomyidae,Orthogeomys,underwoodi,Orthogeomys underwoodi,NA,250,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,ground dwelling,herbivore
Tubulidentata,Orycteropodidae,Orycteropus,afer,Orycteropus afer,nocturnal,56175.2,1095,1,222.05,2,NA,1.1,1,288,1899.68,NA,755.15,ground dwelling,carnivore
Lagomorpha,Leporidae,Oryctolagus,cuniculus,Oryctolagus cuniculus,both,1590.57,121.66,2,30.45,NA,0.04,5.24,4.5,216,39.11,357.9,185.61,NA,herbivore
Artiodactyla,Bovidae,Oryx,beisa,Oryx beisa,NA,200576.52,NA,NA,NA,NA,NA,NA,NA,240,NA,1.38,NA,NA,NA
Artiodactyla,Bovidae,Oryx,dammah,Oryx dammah,NA,199798.95,1001.31,5,248,1,NA,1,NA,245.04,9706.02,NA,NA,ground dwelling,herbivore
Artiodactyla,Bovidae,Oryx,gazella,Oryx gazella,both,188404.45,866.87,5,273.75,1,NA,1,NA,240,12055.49,9.88,841.82,ground dwelling,herbivore
Rodentia,Cricetidae,Oryzomys,albigularis,Oryzomys albigularis,NA,60.5,NA,NA,NA,1,NA,3.4,NA,NA,NA,NA,NA,ground dwelling,NA
Rodentia,Cricetidae,Oryzomys,alfaroi,Oryzomys alfaroi,NA,33.3,NA,NA,NA,NA,NA,3.59,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Oryzomys,angouya,Oryzomys angouya,NA,120.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Oryzomys,auriventer,Oryzomys auriventer,NA,60.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Oryzomys,balneator,Oryzomys balneator,NA,60.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Oryzomys,bolivaris,Oryzomys bolivaris,nocturnal,60.5,NA,3,NA,1,NA,3.23,NA,NA,NA,NA,NA,ground dwelling,omnivore
Rodentia,Cricetidae,Oryzomys,chapmani,Oryzomys chapmani,NA,49.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Oryzomys,couesi,Oryzomys couesi,NA,69.29,NA,NA,NA,NA,NA,3.63,NA,NA,NA,221.39,NA,NA,NA
Rodentia,Cricetidae,Oryzomys,subflavus,Oryzomys subflavus,NA,49.91,NA,2,NA,1,NA,4.37,NA,NA,5.89,88.57,NA,ground dwelling,herbivore
Rodentia,Cricetidae,Oryzomys,talamancae,Oryzomys talamancae,nocturnal,54.99,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,ground dwelling,omnivore
Rodentia,Cricetidae,Oryzomys,xanthaeolus,Oryzomys xanthaeolus,NA,79.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Oryzomys,yunganus,Oryzomys yunganus,NA,60.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afrosoricida,Tenrecidae,Oryzorictes,hova,Oryzorictes hova,nocturnal,35.74,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,ground dwelling,NA
Afrosoricida,Tenrecidae,Oryzorictes,tetradactylus,Oryzorictes tetradactylus,nocturnal,35.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Osgoodomys,banderanus,Osgoodomys banderanus,NA,49.99,NA,NA,NA,2,NA,1.68,NA,NA,NA,504.14,NA,above ground,NA
Carnivora,Canidae,Otocyon,megalotis,Otocyon megalotis,both,4098.12,NA,1,67.54,1,1.13,4,2,165.6,120.7,1.18,420.91,ground dwelling,carnivore
Primates,Galagidae,Otolemur,crassicaudatus,Otolemur crassicaudatus,nocturnal,1206.61,799.35,5,131.04,NA,0.06,1.14,NA,225.6,46.57,87.99,609.86,NA,omnivore
Primates,Galagidae,Otolemur,garnettii,Otolemur garnettii,NA,811.17,576.7,3,132.24,NA,0.12,1.02,NA,204,49.21,38,592.15,NA,omnivore
Primates,Galagidae,Otolemur,monteiri,Otolemur monteiri,NA,1577.16,NA,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA
Chiroptera,Molossidae,Otomops,martiensseni,Otomops martiensseni,NA,34.92,456.25,2,92.54,1,NA,0.99,1,NA,7.99,NA,371.23,above ground,omnivore
Rodentia,Muridae,Otomys,angoniensis,Otomys angoniensis,both,100.64,NA,2,NA,1,NA,2.86,NA,NA,NA,2630.74,59.86,ground dwelling,herbivore
Rodentia,Muridae,Otomys,denti,Otomys denti,NA,120,NA,NA,NA,NA,NA,1.59,NA,NA,20,NA,NA,NA,NA
Rodentia,Muridae,Otomys,irroratus,Otomys irroratus,both,114.45,NA,2,40.52,2,0.001303714,1.65,3.75,NA,13.42,3004.04,113.59,ground dwelling,herbivore
Rodentia,Muridae,Otomys,laminatus,Otomys laminatus,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Otomys,maximus,Otomys maximus,NA,192,NA,NA,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA
Chiroptera,Vespertilionidae,Otonycteris,hemprichii,Otonycteris hemprichii,NA,21.98,NA,2,NA,1,NA,1.38,NA,NA,NA,NA,NA,above ground,carnivore
Rodentia,Cricetidae,Otonyctomys,hatti,Otonyctomys hatti,NA,36.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chiroptera,Pteropodidae,Otopteropus,cartilagonodus,Otopteropus cartilagonodus,NA,16.92,NA,NA,NA,1,NA,0.99,1.5,NA,NA,NA,NA,above ground,NA
Rodentia,Cricetidae,Ototylomys,phyllotis,Ototylomys phyllotis,nocturnal,86.94,NA,3,52.74,3,NA,2.2,NA,NA,10.19,NA,28.18,above ground,herbivore
Artiodactyla,Bovidae,Ourebia,ourebi,Ourebia ourebi,diurnal,17186.09,674.33,3,210.5,1,NA,0.98,NA,189.96,2196.14,2.43,372.09,ground dwelling,herbivore
Artiodactyla,Bovidae,Ovibos,moschatus,Ovibos moschatus,NA,312500,1277.5,2,256.26,1,NA,1.01,NA,288,10444.11,0.31,1262.74,ground dwelling,herbivore
Artiodactyla,Bovidae,Ovis,ammon,Ovis ammon,NA,113998.72,NA,2,165,1,4.59,1.22,NA,180.96,3232.64,0.02,555.47,ground dwelling,herbivore
Artiodactyla,Bovidae,Ovis,canadensis,Ovis canadensis,both,74644.87,301.5,2,177.49,1,18.94,1.16,NA,288,4115.85,1.48,761.25,ground dwelling,herbivore
Artiodactyla,Bovidae,Ovis,dalli,Ovis dalli,NA,70194.13,730,2,172.49,1,10.15,1.22,NA,192,3499.99,NA,748.37,ground dwelling,herbivore
Artiodactyla,Bovidae,Ovis,nivicola,Ovis nivicola,NA,90000,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,841.82,NA,NA
Rodentia,Cricetidae,Oxymycterus,akodontius,Oxymycterus akodontius,NA,67.99,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ground dwelling,NA
Rodentia,Cricetidae,Oxymycterus,angularis,Oxymycterus angularis,NA,67.99,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,carnivore
Rodentia,Cricetidae,Oxymycterus,delator,Oxymycterus delator,NA,81.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Oxymycterus,hiska,Oxymycterus hiska,NA,67.99,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,carnivore
Rodentia,Cricetidae,Oxymycterus,hispidus,Oxymycterus hispidus,NA,36.75,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,carnivore
Rodentia,Cricetidae,Oxymycterus,hucucha,Oxymycterus hucucha,NA,67.99,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,carnivore
Rodentia,Cricetidae,Oxymycterus,inca,Oxymycterus inca,NA,34.99,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,carnivore
Rodentia,Cricetidae,Oxymycterus,nasutus,Oxymycterus nasutus,NA,67.99,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,carnivore
Rodentia,Cricetidae,Oxymycterus,paramensis,Oxymycterus paramensis,NA,41.99,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,ground dwelling,carnivore
Rodentia,Cricetidae,Oxymycterus,roberti,Oxymycterus roberti,NA,83.71,NA,1,NA,NA,NA,NA,NA,NA,NA,266.61,NA,NA,carnivore
Artiodactyla,Cervidae,Ozotoceros,bezoarticus,Ozotoceros bezoarticus,NA,34620.4,NA,3,220.38,1,6.16,1,NA,NA,2100,NA,350.76,ground dwelling,herbivore
Rodentia,Muridae,Pachyuromys,duprasi,Pachyuromys duprasi,NA,47.5,NA,NA,20.4,NA,NA,3.49,NA,52.8,NA,NA,55.44,NA,NA
Carnivora,Viverridae,Paguma,larvata,Paguma larvata,nocturnal,4300,NA,6,NA,1,2.88,2.16,NA,216,NA,NA,NA,ground dwelling,omnivore
Primates,Hominidae,Pan,paniscus,Pan paniscus,diurnal,35119.95,NA,6,235.24,2,27.93,1.01,NA,576,1399.53,2,5465.72,above ground,omnivore
Primates,Hominidae,Pan,troglodytes,Pan troglodytes,diurnal,45000,5073.5,6,231.49,2,10.85,1.05,NA,720,1745.02,1.63,3897.96,above ground,omnivore
Carnivora,Felidae,Panthera,leo,Panthera leo,nocturnal,158623.93,1047.55,1,108.74,1,55.19,2.75,2,360,1291.71,0.11,987.77,ground dwelling,carnivore
Carnivora,Felidae,Panthera,onca,Panthera onca,both,83943.09,NA,1,102.49,1,52.55,1.96,NA,276,817.3,0.05,1184.16,ground dwelling,carnivore
Carnivora,Felidae,Panthera,pardus,Panthera pardus,both,52399.99,1147.01,1,96.74,1,18.78,2.14,1,276,553.39,0.07,810.68,ground dwelling,carnivore
Carnivora,Felidae,Panthera,tigris,Panthera tigris,nocturnal,161914.66,1216.66,1,105.19,1,64.89,2.6,1,315.6,1313.5,0.03,1522.5,ground dwelling,carnivore
Rodentia,Cricetidae,Phodopus,campbelli,Phodopus campbelli,both,27.06,NA,NA,20.59,2,NA,8.47,3.5,21.5,1.49,20,46.47,ground dwelling,NA
Rodentia,Cricetidae,Phodopus,sungorus,Phodopus sungorus,both,30.43,139,3,21,2,NA,5.48,3,38.4,2.04,59.99,NA,ground dwelling,omnivore
Chiroptera,Vespertilionidae,Phoniscus,atrox,Phoniscus atrox,NA,4.81,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Vespertilionidae,Phoniscus,jagorii,Phoniscus jagorii,NA,4.7,NA,NA,125.14,1,NA,1,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Vespertilionidae,Phoniscus,papuensis,Phoniscus papuensis,NA,6.32,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Phyllostomidae,Phylloderma,stenops,Phylloderma stenops,NA,55.82,NA,2,NA,1,NA,0.98,NA,NA,NA,NA,NA,above ground,omnivore
Rodentia,Echimyidae,Phyllomys,blainvillii,Phyllomys blainvillii,nocturnal,243.3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Rodentia,Echimyidae,Phyllomys,brasiliensis,Phyllomys brasiliensis,nocturnal,312.49,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Rodentia,Echimyidae,Phyllomys,dasythrix,Phyllomys dasythrix,nocturnal,260,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Artiodactyla,Bovidae,Pantholops,hodgsonii,Pantholops hodgsonii,NA,32733.12,NA,NA,212.91,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
Primates,Cercopithecidae,Papio,anubis,Papio anubis,diurnal,17728.56,1642.5,NA,178.96,NA,4.83,1.01,NA,302.4,947.31,10.8,NA,NA,NA
Primates,Cercopithecidae,Papio,cynocephalus,Papio cynocephalus,diurnal,15822.15,2007.5,2,172.99,NA,14.95,1.01,NA,540,709.88,5.86,2560.56,NA,herbivore
Primates,Cercopithecidae,Papio,hamadryas,Papio hamadryas,diurnal,14007.08,1919.9,2,180,NA,17.37,1.01,NA,450,890,2.1,1652.37,NA,herbivore
Primates,Cercopithecidae,Papio,papio,Papio papio,diurnal,18026.05,NA,NA,184.42,NA,NA,1.01,NA,480,600.38,11.07,NA,NA,NA
Primates,Cercopithecidae,Papio,ursinus,Papio ursinus,diurnal,17729.44,1339.55,2,185.92,NA,9.12,1.01,NA,540,599.99,2.77,1543.35,NA,herbivore
Rodentia,Geomyidae,Pappogeomys,alcorni,Pappogeomys alcorni,NA,150,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,ground dwelling,herbivore
Rodentia,Geomyidae,Pappogeomys,bulleri,Pappogeomys bulleri,NA,150,NA,3,NA,2,NA,0.97,NA,NA,NA,NA,NA,ground dwelling,herbivore
Soricomorpha,Soricidae,Paracrocidura,schoutedeni,Paracrocidura schoutedeni,NA,12.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carnivora,Herpestidae,Paracynictis,selousi,Paracynictis selousi,nocturnal,1669.72,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,ground dwelling,carnivore
Carnivora,Viverridae,Paradoxurus,hermaphroditus,Paradoxurus hermaphroditus,nocturnal,3200,NA,6,61.27,1,4.15,3.29,NA,269,92.07,NA,397.85,ground dwelling,omnivore
Carnivora,Viverridae,Paradoxurus,jerdoni,Paradoxurus jerdoni,nocturnal,3530.33,NA,6,NA,1,NA,3,NA,144,NA,NA,NA,ground dwelling,omnivore
Carnivora,Viverridae,Paradoxurus,zeylonensis,Paradoxurus zeylonensis,nocturnal,2821.3,NA,6,NA,1,NA,2.5,NA,NA,NA,NA,NA,ground dwelling,omnivore
Erinaceomorpha,Erinaceidae,Paraechinus,aethiopicus,Paraechinus aethiopicus,nocturnal,352.4,NA,2,36.7,2,NA,3.49,1,54,8.49,NA,NA,ground dwelling,carnivore
Erinaceomorpha,Erinaceidae,Paraechinus,hypomelas,Paraechinus hypomelas,nocturnal,213,NA,3,NA,NA,NA,3.74,1,NA,NA,NA,NA,NA,omnivore
Erinaceomorpha,Erinaceidae,Paraechinus,micropus,Paraechinus micropus,nocturnal,171,NA,2,37,NA,NA,4,1,NA,8.49,NA,NA,NA,carnivore
Rodentia,Muridae,Parahydromys,asper,Parahydromys asper,NA,526.66,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,ground dwelling,omnivore
Rodentia,Muridae,Paraleptomys,rufilatus,Paraleptomys rufilatus,both,54.99,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ground dwelling,NA
Rodentia,Muridae,Paraleptomys,wilhelmina,Paraleptomys wilhelmina,NA,33.68,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ground dwelling,NA
Rodentia,Cricetidae,Paralomys,gerbillus,Paralomys gerbillus,NA,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Paramelomys,levipes,Paramelomys levipes,NA,82.81,NA,3,NA,NA,NA,1.52,NA,NA,NA,NA,NA,NA,herbivore
Rodentia,Muridae,Paramelomys,mollis,Paramelomys mollis,NA,90.05,NA,3,NA,2,NA,1.69,NA,NA,NA,NA,NA,ground dwelling,herbivore
Rodentia,Muridae,Paramelomys,moncktoni,Paramelomys moncktoni,NA,80.56,NA,3,NA,NA,NA,2.15,NA,NA,NA,NA,166.32,NA,herbivore
Rodentia,Muridae,Paramelomys,platyops,Paramelomys platyops,NA,85.6,NA,3,NA,1,NA,1.94,NA,NA,NA,NA,NA,ground dwelling,herbivore
Rodentia,Muridae,Paramelomys,rubex,Paramelomys rubex,NA,47.16,212.91,3,NA,3,0.007363214,2,NA,NA,NA,NA,NA,above ground,herbivore
Dasyuromorphia,Dasyuridae,Paramurexia,rothschildi,Paramurexia rothschildi,both,53.77,NA,1,NA,3,NA,3.39,NA,NA,NA,NA,NA,above ground,carnivore
Dasyuromorphia,Dasyuridae,Parantechinus,apicalis,Parantechinus apicalis,both,71.31,NA,2,48.5,1,NA,7.5,1,36,NA,599.99,340.6,ground dwelling,omnivore
Chiroptera,Pteropodidae,Paranyctimene,raptor,Paranyctimene raptor,NA,24.94,NA,1,NA,1,NA,0.98,2,NA,NA,NA,NA,above ground,herbivore
Soricomorpha,Talpidae,Parascalops,breweri,Parascalops breweri,both,51.11,NA,3,35.46,2,4.16E-05,4.49,1,60,6.69,900,314.64,ground dwelling,omnivore
Rodentia,Sciuridae,Paraxerus,alexandri,Paraxerus alexandri,NA,50.73,NA,NA,NA,NA,NA,0.97,NA,NA,NA,NA,NA,NA,NA
Rodentia,Sciuridae,Paraxerus,boehmi,Paraxerus boehmi,NA,70.24,NA,NA,NA,NA,NA,1.06,NA,NA,NA,NA,NA,NA,NA
Rodentia,Sciuridae,Paraxerus,cepapi,Paraxerus cepapi,NA,222.85,NA,5,56.87,2,0.004512132,2.02,3,NA,12.75,353,239.99,above ground,omnivore
Rodentia,Sciuridae,Paraxerus,cooperi,Paraxerus cooperi,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Sciuridae,Paraxerus,flavovittis,Paraxerus flavovittis,NA,160,NA,NA,NA,NA,NA,1.22,NA,NA,NA,NA,NA,NA,NA
Rodentia,Sciuridae,Paraxerus,lucifer,Paraxerus lucifer,NA,692.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Sciuridae,Paraxerus,ochraceus,Paraxerus ochraceus,NA,104.3,NA,NA,NA,1,NA,2.2,NA,NA,NA,NA,NA,above ground,NA
Rodentia,Sciuridae,Paraxerus,palliatus,Paraxerus palliatus,diurnal,365.37,NA,5,62.01,2,0.02,1.6,1,NA,15,389.55,NA,above ground,omnivore
Rodentia,Sciuridae,Paraxerus,poensis,Paraxerus poensis,diurnal,100,126,1,55.13,1,NA,1.5,NA,NA,9.9,NA,105.22,above ground,herbivore
Rodentia,Sciuridae,Paraxerus,vexillarius,Paraxerus vexillarius,NA,675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carnivora,Felidae,Pardofelis,marmorata,Pardofelis marmorata,nocturnal,2826.68,NA,1,NA,1,NA,2,NA,NA,84.99,NA,NA,ground dwelling,carnivore
Rodentia,Muridae,Parotomys,brantsii,Parotomys brantsii,NA,129.5,NA,NA,37.56,NA,NA,2.04,3,NA,NA,NA,39.68,NA,NA
Rodentia,Muridae,Parotomys,littledalei,Parotomys littledalei,NA,126.99,NA,NA,NA,NA,NA,2.91,NA,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Paruromys,dominator,Paruromys dominator,NA,325.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,both,21133.69,350,5,144.88,1,1.37,1.56,2,296.4,618.53,7.92,315.68,ground dwelling,herbivore
Rodentia,Ctenodactylidae,Pectinator,spekei,Pectinator spekei,diurnal,169.7,NA,3,NA,NA,NA,1.17,NA,120,NA,NA,374.16,NA,herbivore
Rodentia,Pedetidae,Pedetes,capensis,Pedetes capensis,nocturnal,2549.25,NA,3,78.02,2,NA,0.98,NA,174,253.49,NA,338.33,ground dwelling,herbivore
Chiroptera,Pteropodidae,Penthetor,lucasi,Penthetor lucasi,NA,35.39,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,above ground,herbivore
Peramelemorphia,Peramelidae,Perameles,bougainville,Perameles bougainville,both,230.8,NA,3,12,2,0.07,2,NA,NA,NA,34,136.05,ground dwelling,omnivore
Peramelemorphia,Peramelidae,Perameles,gunnii,Perameles gunnii,both,903.46,NA,7,12.5,2,0.02,2.31,3.8,66,0.22,351.56,107.64,ground dwelling,omnivore
Peramelemorphia,Peramelidae,Perameles,nasuta,Perameles nasuta,both,720.26,121.66,2,12.24,2,NA,2.43,NA,NA,0.23,89.99,139.04,ground dwelling,omnivore
Primates,Lorisidae,Perodicticus,potto,Perodicticus potto,nocturnal,1081.81,750.07,4,193,1,0.11,1.09,NA,312,37.16,8.47,561.58,above ground,omnivore
Rodentia,Heteromyidae,Perognathus,alticolus,Perognathus alticolus,NA,23.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Heteromyidae,Perognathus,amplus,Perognathus amplus,NA,11.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Heteromyidae,Perognathus,fasciatus,Perognathus fasciatus,nocturnal,11.29,NA,3,29.8,2,NA,5.48,1,NA,NA,225.41,NA,ground dwelling,herbivore
Rodentia,Heteromyidae,Perognathus,flavescens,Perognathus flavescens,NA,9.21,NA,2,NA,2,0.000329061,4.37,2,NA,NA,NA,NA,ground dwelling,herbivore
Rodentia,Heteromyidae,Perognathus,flavus,Perognathus flavus,nocturnal,7.97,NA,3,26,2,0.001896819,3.94,2,60,NA,150,NA,ground dwelling,omnivore
Rodentia,Heteromyidae,Perognathus,inornatus,Perognathus inornatus,nocturnal,10.16,NA,2,NA,2,0.000176546,4,2,NA,NA,499.99,NA,ground dwelling,omnivore
Rodentia,Heteromyidae,Perognathus,longimembris,Perognathus longimembris,nocturnal,8.07,NA,1,22.74,NA,0.002322898,4.45,1,99.6,1.25,174,125.41,NA,herbivore
Rodentia,Heteromyidae,Perognathus,merriami,Perognathus merriami,nocturnal,6.94,NA,3,NA,2,0.008251478,4.18,NA,30,NA,170,NA,ground dwelling,omnivore
Rodentia,Heteromyidae,Perognathus,parvus,Perognathus parvus,both,21.56,NA,3,23.5,2,0.001580096,4.86,2,48,1.5,2738.17,341.37,ground dwelling,omnivore
Rodentia,Cricetidae,Peromyscus,attwateri,Peromyscus attwateri,nocturnal,27.9,NA,5,NA,NA,0.00180695,3.53,NA,18,NA,296.52,NA,NA,omnivore
Rodentia,Cricetidae,Peromyscus,boylii,Peromyscus boylii,nocturnal,23.9,NA,NA,23.3,NA,0.002848598,3.18,NA,18,2.19,521.08,56.67,NA,NA
Rodentia,Cricetidae,Peromyscus,bullatus,Peromyscus bullatus,nocturnal,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Peromyscus,californicus,Peromyscus californicus,nocturnal,42.68,NA,6,32.95,NA,0.001126808,1.94,4.37,NA,4.31,3706.83,50,NA,omnivore
Rodentia,Cricetidae,Peromyscus,crinitus,Peromyscus crinitus,nocturnal,16.32,NA,4,25.33,NA,0.003136673,3.08,2.05,NA,2.19,1198.07,71.19,NA,omnivore
Rodentia,Cricetidae,Peromyscus,dickeyi,Peromyscus dickeyi,nocturnal,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Peromyscus,difficilis,Peromyscus difficilis,nocturnal,27.95,NA,NA,NA,NA,NA,3.88,NA,NA,NA,162.09,NA,NA,NA
Rodentia,Cricetidae,Peromyscus,eva,Peromyscus eva,nocturnal,21.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Peromyscus,furvus,Peromyscus furvus,nocturnal,32.99,NA,NA,NA,NA,NA,1.94,NA,NA,NA,NA,NA,NA,NA
